NUMBER_OF_PORTS,SIGNAL_SWITCHABLE,POTENTIAL_SIGNAL_TYPES,DEFAULT_SIGNAL_TYPE,PORT_DIRECTION,IGNORE_CONNECTIVITY_METADATA,TRANSMISSION_MEDIA,PORT_PROTECTION_TYPES,PORT_CONNECTOR_TYPE,PORT_DEFAULT_CONNECTOR_TYPE,OPTICAL_SPECIFICATIONS,urn:bt-common:modify_state,OPERATION(ADD/UPDATE/DELETE)
"","""""",[],,,,,[],[],,"[{""WINDOW_TYPE"":{""value"":""""},""SUPPORTS_SINGLE_FIBRE_WORKING"":{""value"":""""},""SUPPORTS_DUAL_FIBRE_WORKING"":{""value"":""""},""PORT_WAVELENGTHS"":{""leafList"":[{""value"":""""}]}}]"
1,"""N""","[, 10GigE, FastE]",10GigE,Unidirectional,Y,Optical,"[, None]",[],,"[{""WINDOW_TYPE"":{""value"":""""},""SUPPORTS_SINGLE_FIBRE_WORKING"":{""value"":""""},""SUPPORTS_DUAL_FIBRE_WORKING"":{""value"":""""},""PORT_WAVELENGTHS"":{""leafList"":[{""value"":""""}]}},{""WINDOW_TYPE"":{""value"":""LR""},""SUPPORTS_SINGLE_FIBRE_WORKING"":{""value"":""Y""},""SUPPORTS_DUAL_FIBRE_WORKING"":{""value"":""Y""},""PORT_WAVELENGTHS"":{""leafList"":[{""value"":""""},{""value"":""1310 nm""},{""value"":""10km""}]}}]"
