NUMBER_OF_PORTS,SIGNAL_SWITCHABLE,POTENTIAL_SIGNAL_TYPES,DEFAULT_SIGNAL_TYPE,PORT_DIRECTION,IGNORE_CONNECTIVITY_METADATA,TRANSMISSION_MEDIA,PORT_PROTECTION_TYPES,PORT_CONNECTOR_TYPE,PORT_DEFAULT_CONNECTOR_TYPE,OPTICAL_SPECIFICATIONS,urn:bt-common:modify_state,OPERATION(ADD/UPDATE/DELETE)
"","""""",[],,,,
1,"""N""","[, 10GigE, FastE]",10GigE,Unidirectional,Y,Optical
